56,king snake,0.6062250137329102
60,night snake,0.30627673864364624
68,sidewinder,0.033819060772657394
54,hognose snake,0.015246439725160599
66,horned viper,0.015139943920075893
53,ringneck snake,0.005251631140708923
58,water snake,0.004432509187608957
67,diamondback,0.0032288087531924248
62,rock python,0.0028268080204725266
65,sea snake,0.002573396312072873
52,thunder snake,0.002036411315202713
61,boa constrictor,0.001756554818712175
63,Indian cobra,0.00041794549906626344
38,banded gecko,0.0003334482025820762
59,vine snake,0.00020909306476823986
